Site_troph,Lat,Long,Simp,synchrony_comm_site,mean_cv_species_site,cv_comm_site,Metacom,Meta_troph,Site,Bio_gr,Ecosys,New_tr_g,S
2080021030_235_Secondary,46.61384,4.311264647,0.6991298674914753,0.6032164908452747,1.7552342687986264,0.4877411058930873,2080021030,2080021030_Secondary,2080021030_235,Fish,Stream,Secondary,6.5
2080021030_235_Tertiary,46.61384,4.311264647,0.15702479338842967,0.6854533109608728,2.327188201656723,1.449999818931103,2080021030,2080021030_Tertiary,2080021030_235,Fish,Stream,Tertiary,1
2080021030_295_Secondary,46.40207,1.388407466,0.5316867552017954,0.8193107894232585,1.5101138755053782,0.4702433214900328,2080021030,2080021030_Secondary,2080021030_295,Fish,Stream,Secondary,6.5
2080021030_295_Tertiary,46.40207,1.388407466,0,0.874741467745889,1.4397245013196078,0.6429512884599464,2080021030,2080021030_Tertiary,2080021030_295,Fish,Stream,Tertiary,1
2080021030_296_Secondary,47.00778,1.45745826,0.6798567305149468,0.5483996967492148,0.9578641006464207,0.40983436801529144,2080021030,2080021030_Secondary,2080021030_296,Fish,Stream,Secondary,8
2080021030_296_Tertiary,47.00778,1.45745826,0,0.9767660608122282,2.2273337426112296,1.2773333625081513,2080021030,2080021030_Tertiary,2080021030_296,Fish,Stream,Tertiary,1
2080021030_305_Secondary,47.06,1.088061001,0.7014265200803995,0.5653385833718612,1.6494497127047965,0.7891358335365368,2080021030,2080021030_Secondary,2080021030_305,Fish,Stream,Secondary,12
2080021030_305_Tertiary,47.06,1.088061001,0.6059443288241415,0.4819563842901467,1.1444039445423766,0.456726837400325,2080021030,2080021030_Tertiary,2080021030_305,Fish,Stream,Tertiary,3.5
2080021030_308_Secondary,47.4467,2.304763966,0.6228396096847194,0.7857033465145696,1.1851154866826623,0.5487090704761992,2080021030,2080021030_Secondary,2080021030_308,Fish,Stream,Secondary,13.5
2080021030_308_Tertiary,47.4467,2.304763966,0.6110978745241374,0.511155412023497,1.0731528055053072,0.3743337575927106,2080021030,2080021030_Tertiary,2080021030_308,Fish,Stream,Tertiary,4
2080021030_309_Secondary,46.47123,2.287246299,0.7289265289944753,0.7026586075572063,1.8515308146098164,0.796814144226748,2080021030,2080021030_Secondary,2080021030_309,Fish,Stream,Secondary,7
2080021030_309_Tertiary,46.47123,2.287246299,0.4375,0.6246750526302453,1.1506979161340007,0.7470781038558341,2080021030,2080021030_Tertiary,2080021030_309,Fish,Stream,Tertiary,2
2080021030_310_Secondary,47.075,2.525108779,0.5711455022567136,0.5514469723420166,1.6565828506621836,0.4021009743573015,2080021030,2080021030_Secondary,2080021030_310,Fish,Stream,Secondary,9
2080021030_310_Tertiary,47.075,2.525108779,0.6164448147084172,0.3759026046013318,1.0897452276210169,0.29781786671353144,2080021030,2080021030_Tertiary,2080021030_310,Fish,Stream,Tertiary,4
2080021030_312_Secondary,47.28318,2.825422223,0.6459776564423898,0.6663050917746356,1.5395675390162509,0.5080281119957188,2080021030,2080021030_Secondary,2080021030_312,Fish,Stream,Secondary,6
2080021030_312_Tertiary,47.28318,2.825422223,0,0.7783102729843873,1.639403434767539,0.8270739981024144,2080021030,2080021030_Tertiary,2080021030_312,Fish,Stream,Tertiary,1
2080021030_313_Secondary,47.48546,1.189954012,0.8059164783253743,0.4890729409125548,1.3958727404594706,0.4267967354414164,2080021030,2080021030_Secondary,2080021030_313,Fish,Stream,Secondary,14
2080021030_313_Tertiary,47.48546,1.189954012,0.2824055748121478,0.6279360535231635,1.3091097667696852,0.39029090685687007,2080021030,2080021030_Tertiary,2080021030_313,Fish,Stream,Tertiary,3
2080021030_409_Secondary,44.69932,3.743917543,0.595703143473902,0.7328697381957916,0.7907637928010527,0.2887808135034458,2080021030,2080021030_Secondary,2080021030_409,Fish,Stream,Secondary,5
2080021030_409_Tertiary,44.69932,3.743917543,0,1,0.15507721958820314,0.15507721958820314,2080021030,2080021030_Tertiary,2080021030_409,Fish,Stream,Tertiary,1
2080021030_446_Secondary,45.71513,1.668708838,0.37499756320888467,0.7293154385101508,1.1043690936972068,0.5406068499585666,2080021030,2080021030_Secondary,2080021030_446,Fish,Stream,Secondary,3.5
2080021030_446_Tertiary,45.71513,1.668708838,0.05206246254874003,0.8152330054714415,1.8382266950632837,0.5497508468913516,2080021030,2080021030_Tertiary,2080021030_446,Fish,Stream,Tertiary,2
2080021030_447_Secondary,45.61015,1.592544519,0.43360608519091715,0.6288102880189088,1.4099027816651477,0.4631084023632127,2080021030,2080021030_Secondary,2080021030_447,Fish,Stream,Secondary,3
2080021030_447_Tertiary,45.61015,1.592544519,0.018860946745562157,0.8993745410615129,0.9286856825374625,0.4580948043901245,2080021030,2080021030_Tertiary,2080021030_447,Fish,Stream,Tertiary,1.5
2080021030_448_Secondary,45.58693,1.515877096,0.625869890428047,0.642872362964713,1.3416929891797762,0.30639555999003865,2080021030,2080021030_Secondary,2080021030_448,Fish,Stream,Secondary,5
2080021030_448_Tertiary,45.58693,1.515877096,0,0.9552003376120237,1.9702389887197465,0.7721634270887802,2080021030,2080021030_Tertiary,2080021030_448,Fish,Stream,Tertiary,1
2080021030_450_Secondary,45.80047,2.033108847,0,1,0.8120619469775701,0.8120619469775701,2080021030,2080021030_Secondary,2080021030_450,Fish,Stream,Secondary,1
2080021030_450_Tertiary,45.80047,2.033108847,0.05795530456420439,0.9268340204309863,0.8291235270872144,0.5728631291002844,2080021030,2080021030_Tertiary,2080021030_450,Fish,Stream,Tertiary,2
2080021030_451_Secondary,45.84169,2.200662342,0.5588364745416028,0.758942111978991,1.6359559197348006,0.5250772412203267,2080021030,2080021030_Secondary,2080021030_451,Fish,Stream,Secondary,3
2080021030_451_Tertiary,45.84169,2.200662342,0,1,0.6292350029783873,0.6292350029783873,2080021030,2080021030_Tertiary,2080021030_451,Fish,Stream,Tertiary,1
2080021030_452_Secondary,46.15788,2.225045298,0.7591463362755748,0.682175124105972,1.6019721832722773,0.6725635656867779,2080021030,2080021030_Secondary,2080021030_452,Fish,Stream,Secondary,11.5
2080021030_452_Tertiary,46.15788,2.225045298,0.06760411032990804,0.9382909653054827,2.280718668900003,1.3919169787736156,2080021030,2080021030_Tertiary,2080021030_452,Fish,Stream,Tertiary,2
2080021030_453_Secondary,45.88056,2.362429729,0.3678909802227374,0.7217034145739933,1.3739024509913296,0.28333706776212964,2080021030,2080021030_Secondary,2080021030_453,Fish,Stream,Secondary,5.5
2080021030_453_Tertiary,45.88056,2.362429729,0,0.9473207519463529,1.9494354485263263,0.7208459238449787,2080021030,2080021030_Tertiary,2080021030_453,Fish,Stream,Tertiary,1
2080021030_617_Secondary,46.60793,-0.418771064,0.5263765382415099,0.5001880861790919,1.5636918928981594,0.32399579975086407,2080021030,2080021030_Secondary,2080021030_617,Fish,Stream,Secondary,4
2080021030_617_Tertiary,46.60793,-0.418771064,0,0.9892679599256335,1.2117072051162734,0.6748884136050094,2080021030,2080021030_Tertiary,2080021030_617,Fish,Stream,Tertiary,1
2080021030_669_Secondary,46.00244,4.268675901,0.68330198341011406,0.8964297134194837,2.050910651133546,1.105571761754038,2080021030,2080021030_Secondary,2080021030_669,Fish,Stream,Secondary,6
2080021030_669_Tertiary,46.00244,4.268675901,0.2824489795918367,0.8550800817687632,1.5121832670859607,1.3097921802925667,2080021030,2080021030_Tertiary,2080021030_669,Fish,Stream,Tertiary,1
2080022150_327_Secondary,49.42324,4.162760841,0.5581296162708633,0.6531736135191106,1.4284022757427162,0.5430526094161492,2080022150,2080022150_Secondary,2080022150_327,Fish,Stream,Secondary,6.5
2080022150_327_Tertiary,49.42324,4.162760841,0.578898891966759,0.5904034018063318,0.9741228737859776,0.559573805706598,2080022150,2080022150_Tertiary,2080022150_327,Fish,Stream,Tertiary,4
2080022150_331_Secondary,48.44858,4.491321431,0.7754200453679525,0.49822727884276635,1.5051577002223322,0.4499399270041645,2080022150,2080022150_Secondary,2080022150_331,Fish,Stream,Secondary,11
2080022150_331_Tertiary,48.44858,4.491321431,0.689429012345679,0.39304994707857493,1.1882679895821895,0.27037868533846976,2080022150,2080022150_Tertiary,2080022150_331,Fish,Stream,Tertiary,4
2080022150_332_Secondary,48.22713,4.29717781,0.6998577619260167,0.689377734932581,1.3991516692742278,0.3729971421927143,2080022150,2080022150_Secondary,2080022150_332,Fish,Stream,Secondary,10
2080022150_332_Tertiary,48.22713,4.29717781,0.0466338521419023,0.9425152204922671,1.033648990752805,0.47980449731164226,2080022150,2080022150_Tertiary,2080022150_332,Fish,Stream,Tertiary,2
2080022150_333_Secondary,48.39179,4.461432733,0.7497737751462059,0.6380663646478618,1.4701761857989128,0.6774788358808113,2080022150,2080022150_Secondary,2080022150_333,Fish,Stream,Secondary,10.5
2080022150_333_Tertiary,48.39179,4.461432733,0.4444444444444444,0.7015683599043029,1.9421385030421099,0.8206455536320337,2080022150,2080022150_Tertiary,2080022150_333,Fish,Stream,Tertiary,2
2080022150_335_Secondary,48.24982,3.821753343,0.12272388237022908,0.9086265144409198,1.3995455623336173,0.7175770518344925,2080022150,2080022150_Secondary,2080022150_335,Fish,Stream,Secondary,3
2080022150_335_Tertiary,48.24982,3.821753343,0,1,0.224764335749386,0.224764335749386,2080022150,2080022150_Tertiary,2080022150_335,Fish,Stream,Tertiary,1
2080022150_336_Secondary,48.04416,3.926676781,0.7417038354554216,0.8363643641544423,1.5669092540371419,0.8945845661139856,2080022150,2080022150_Secondary,2080022150_336,Fish,Stream,Secondary,11
2080022150_336_Tertiary,48.04416,3.926676781,0.39704012024511504,0.5649307586865092,2.222090873772131,0.8110159847698869,2080022150,2080022150_Tertiary,2080022150_336,Fish,Stream,Tertiary,2
2080022150_338_Secondary,49.58374,4.307492368,0.6729738795734213,0.7849675303630298,1.6537962788828424,0.6089183595163264,2080022150,2080022150_Secondary,2080022150_338,Fish,Stream,Secondary,8
2080022150_338_Tertiary,49.58374,4.307492368,0.32638888888888884,0.7786823057584822,1.7235188329538997,0.7445526214223035,2080022150,2080022150_Tertiary,2080022150_338,Fish,Stream,Tertiary,2
2080022150_340_Secondary,49.48011,4.579073297,0.788034415176621,0.7989668784427957,1.511065164918301,0.844303375619098,2080022150,2080022150_Secondary,2080022150_340,Fish,Stream,Secondary,13
2080022150_340_Tertiary,49.48011,4.579073297,0.6301199289039254,0.7396874821724252,1.5313536589151415,0.7064277402217826,2080022150,2080022150_Tertiary,2080022150_340,Fish,Stream,Tertiary,4
2080022150_343_Secondary,48.50738,3.88982603,0.775570129957293,0.5903505929095867,1.5012279200537735,0.6667789309016801,2080022150,2080022150_Secondary,2080022150_343,Fish,Stream,Secondary,11.5
2080022150_343_Tertiary,48.50738,3.88982603,0.623263888888889,0.7813534031149976,1.003677612022512,0.6648721367180238,2080022150,2080022150_Tertiary,2080022150_343,Fish,Stream,Tertiary,3
2080022150_345_Secondary,48.08613,4.386671597,0.6932491504344042,0.8295853910583361,1.269916449853491,0.9746317442494459,2080022150,2080022150_Secondary,2080022150_345,Fish,Stream,Secondary,8
2080022150_345_Tertiary,48.08613,4.386671597,0,1,1.498555969948748,1.498555969948748,2080022150,2080022150_Tertiary,2080022150_345,Fish,Stream,Tertiary,1
2080022150_346_Secondary,48.0184,5.24936788,0.8350225189811131,0.6791502491172978,1.3829395599349772,0.5617564965454123,2080022150,2080022150_Secondary,2080022150_346,Fish,Stream,Secondary,11
2080022150_346_Tertiary,48.0184,5.24936788,0.16255668934240364,0.6480212573960901,1.5306264772989437,0.49232718120182695,2080022150,2080022150_Tertiary,2080022150_346,Fish,Stream,Tertiary,2
2080022150_349_Secondary,48.15371,4.804771329,0.38722061796262397,0.8518035441785613,1.3889748371624526,0.7666392528408865,2080022150,2080022150_Secondary,2080022150_349,Fish,Stream,Secondary,5
2080022150_349_Tertiary,48.15371,4.804771329,0,1,0.5149615718488098,0.5149615718488098,2080022150,2080022150_Tertiary,2080022150_349,Fish,Stream,Tertiary,1
2080023010_284_Secondary,48.3125,7.713469027,0.6609315252783254,0.6266329158206149,2.028203487332671,0.9609894522474085,2080023010,2080023010_Secondary,2080023010_284,Fish,Stream,Secondary,7
2080023010_284_Tertiary,48.3125,7.713469027,0.253877571110288,0.8069211511379369,1.9756251835856122,0.9241822381222512,2080023010,2080023010_Tertiary,2080023010_284,Fish,Stream,Tertiary,3.5
2080023010_354_Secondary,48.35528,7.580241699,0.716973069169007,0.7935651349117373,1.8633209007039313,1.2914987320936793,2080023010,2080023010_Secondary,2080023010_354,Fish,Stream,Secondary,10
2080023010_354_Tertiary,48.35528,7.580241699,0.4997704315886134,0.6958380694793732,0.8879344575280893,0.42440511416014365,2080023010,2080023010_Tertiary,2080023010_354,Fish,Stream,Tertiary,3
2080023010_377_Secondary,48.91855,7.592574514,0.6543037153630658,0.8468681721111903,1.5165467658115181,0.5455659206507057,2080023010,2080023010_Secondary,2080023010_377,Fish,Stream,Secondary,8
2080023010_377_Tertiary,48.91855,7.592574514,0.5,0.7774108642060189,1.091342467658718,0.7236128193296288,2080023010,2080023010_Tertiary,2080023010_377,Fish,Stream,Tertiary,2
2080023010_378_Secondary,48.25453,7.679114042,0.6648645151396064,0.5215500329194355,1.7879109304286989,0.983906927740793,2080023010,2080023010_Secondary,2080023010_378,Fish,Stream,Secondary,10.5
2080023010_378_Tertiary,48.25453,7.679114042,0.5462962962962963,0.7632435141725953,2.121432261615414,0.9691511889625473,2080023010,2080023010_Tertiary,2080023010_378,Fish,Stream,Tertiary,3
2080023010_456_Secondary,48.68385,7.916471249,0.7471537426315986,0.7336558281195731,1.9265088229638352,0.8908977986427074,2080023010,2080023010_Secondary,2080023010_456,Fish,Stream,Secondary,8
2080023010_456_Tertiary,48.68385,7.916471249,0.2918688027479236,0.8926845391929564,2.087137026350237,0.6801499240754785,2080023010,2080023010_Tertiary,2080023010_456,Fish,Stream,Tertiary,3
2080023010_471_Secondary,49.01023,6.028543532,0.6278936524609844,0.590887208576475,1.5049086928213282,0.39564202408253585,2080023010,2080023010_Secondary,2080023010_471,Fish,Stream,Secondary,10.5
2080023010_471_Tertiary,49.01023,6.028543532,0.43654336734693877,0.7598699107860463,0.7035499654900543,0.5081514468875192,2080023010,2080023010_Tertiary,2080023010_471,Fish,Stream,Tertiary,3
2080023010_472_Secondary,48.95357,6.031732328,0.47793723747272054,0.45784780353958926,1.9994686629731793,0.5992143462745972,2080023010,2080023010_Secondary,2080023010_472,Fish,Stream,Secondary,3.5
2080023010_472_Tertiary,48.95357,6.031732328,0.04161107263773478,0.8811852234248416,0.7706500720468683,0.4299822350662964,2080023010,2080023010_Tertiary,2080023010_472,Fish,Stream,Tertiary,2
2080023010_483_Secondary,48.5795,6.628375786,0.7940248494413924,0.6046662994121814,1.412411432903758,0.5183285579196435,2080023010,2080023010_Secondary,2080023010_483,Fish,Stream,Secondary,12
2080023010_483_Tertiary,48.5795,6.628375786,0.49691358024691357,0.7072074259026695,0.8673128320187999,0.5995015444736939,2080023010,2080023010_Tertiary,2080023010_483,Fish,Stream,Tertiary,2.5
2080023010_484_Secondary,48.67329,6.559461298,0.7705558848382467,0.4284435646265219,1.1220299001427791,0.2690648892540804,2080023010,2080023010_Secondary,2080023010_484,Fish,Stream,Secondary,11
2080023010_484_Tertiary,48.67329,6.559461298,0.4097222222222222,0.7575115104605736,1.7466854169947137,0.7984872422832925,2080023010,2080023010_Tertiary,2080023010_484,Fish,Stream,Tertiary,1
2080023010_491_Secondary,47.82727,7.264912965,0.17772633402685012,0.71861665645135,2.407761037615863,0.9602135554883233,2080023010,2080023010_Secondary,2080023010_491,Fish,Stream,Secondary,4
2080023010_491_Tertiary,47.82727,7.264912965,0,1,0.9408952197650617,0.9408952197650617,2080023010,2080023010_Tertiary,2080023010_491,Fish,Stream,Tertiary,1
2080023010_543_Secondary,48.6546,7.830923029,0.713250342208011,0.7107957709555239,1.5871421553319054,0.6620535781381923,2080023010,2080023010_Secondary,2080023010_543,Fish,Stream,Secondary,10.5
2080023010_543_Tertiary,48.6546,7.830923029,0.5595796901224445,0.6510773782235326,1.5913275053795517,0.4779030413079643,2080023010,2080023010_Tertiary,2080023010_543,Fish,Stream,Tertiary,3.5
2080023010_675_Secondary,47.66077,7.522627723,0.6734225651910752,0.5796205475200062,1.9856530609380307,0.7464702387281797,2080023010,2080023010_Secondary,2080023010_675,Fish,Stream,Secondary,10
2080023010_675_Tertiary,47.66077,7.522627723,0.3103765051727062,0.7141536300597443,2.1072509834061623,0.6039138466340863,2080023010,2080023010_Tertiary,2080023010_675,Fish,Stream,Tertiary,3
2080030100_1014_Secondary,67.35383,22.61583,0.5462253217782793,0.6613736687576908,1.4039998519675223,0.3745350403459147,2080030100,2080030100_Secondary,2080030100_1014,Fish,Stream,Secondary,3
2080030100_1014_Tertiary,67.35383,22.61583,0.21398178411989793,0.7506195653608219,1.1406108116756166,0.5130381185136235,2080030100,2080030100_Tertiary,2080030100_1014,Fish,Stream,Tertiary,4
2080030100_1028_Secondary,67.45358,23.52204,0.48486874166410177,0.6884787011496113,1.195268264042117,0.41278073170464263,2080030100,2080030100_Secondary,2080030100_1028,Fish,Stream,Secondary,3
2080030100_1028_Tertiary,67.45358,23.52204,0.06832209545314183,0.963060121373588,0.7571374475470288,0.43670249607369743,2080030100,2080030100_Tertiary,2080030100_1028,Fish,Stream,Tertiary,2.5
2080030100_1029_Secondary,67.45931,23.43619,0.16791212588233362,0.48889996315393863,1.7463834472185162,0.31592743259027734,2080030100,2080030100_Secondary,2080030100_1029,Fish,Stream,Secondary,2
2080030100_1029_Tertiary,67.45931,23.43619,0.03160461895680089,0.960253289774407,1.9275930301808697,0.6068016683792582,2080030100,2080030100_Tertiary,2080030100_1029,Fish,Stream,Tertiary,2
2080030100_1030_Secondary,67.50935,22.66322,0.5216421527802884,0.6964594042437802,0.9803998136012904,0.40687784680610606,2080030100,2080030100_Secondary,2080030100_1030,Fish,Stream,Secondary,3
2080030100_1030_Tertiary,67.50935,22.66322,0.04466676616290155,0.9156646994043377,1.9541736800302396,0.5033737310116786,2080030100,2080030100_Tertiary,2080030100_1030,Fish,Stream,Tertiary,2
2080030100_1034_Secondary,67.60349,23.53695,0.4405092544919077,0.5678898909954058,1.5164689458385077,0.3361217676788762,2080030100,2080030100_Secondary,2080030100_1034,Fish,Stream,Secondary,2
2080030100_1034_Tertiary,67.60349,23.53695,0.09202995867768593,0.9129425913881597,0.7191300676105249,0.6052932861647435,2080030100,2080030100_Tertiary,2080030100_1034,Fish,Stream,Tertiary,3
2080030100_1038_Secondary,67.6705,22.68281,0.32054195565040133,0.6714295959202343,0.7672834463487971,0.3082030721627605,2080030100,2080030100_Secondary,2080030100_1038,Fish,Stream,Secondary,3
2080030100_1038_Tertiary,67.6705,22.68281,0.03483474319538854,0.9678104702836503,1.2702996417843588,0.7211103194546643,2080030100,2080030100_Tertiary,2080030100_1038,Fish,Stream,Tertiary,2
2080030100_1041_Secondary,67.69076,22.64488,0.28535824624678235,0.8226145393805048,1.1741974945771585,0.4689300119438127,2080030100,2080030100_Secondary,2080030100_1041,Fish,Stream,Secondary,3
2080030100_1041_Tertiary,67.69076,22.64488,0.024219258149445533,0.9794012985702438,0.7420904231540874,0.5304091830789245,2080030100,2080030100_Tertiary,2080030100_1041,Fish,Stream,Tertiary,3
2080030100_1043_Secondary,67.6925,23.48893,0.4440816326530612,0.6743457303106196,1.677849215503559,0.48191330875840105,2080030100,2080030100_Secondary,2080030100_1043,Fish,Stream,Secondary,2
2080030100_1043_Tertiary,67.6925,23.48893,0.027967766356691404,0.9654572853502712,0.898694794749159,0.6746855412987759,2080030100,2080030100_Tertiary,2080030100_1043,Fish,Stream,Tertiary,2
2080030100_1057_Secondary,68.0579,23.37577,0.4325484375,0.6469596670363226,1.679560301376172,0.6052082943613653,2080030100,2080030100_Secondary,2080030100_1057,Fish,Stream,Secondary,2
2080030100_1057_Tertiary,68.0579,23.37577,0.07783907312053062,0.9594448086140275,1.7244009264623232,0.8354746687298373,2080030100,2080030100_Tertiary,2080030100_1057,Fish,Stream,Tertiary,2
2080030100_987_Secondary,66.95416,23.84676,0.45423982670365176,0.26965701251621726,1.3869906653776356,0.17580140352736057,2080030100,2080030100_Secondary,2080030100_987,Fish,Stream,Secondary,4
2080030100_987_Tertiary,66.95416,23.84676,0.050972099604292165,0.9160355746174146,1.5301921527881743,0.6238628614025115,2080030100,2080030100_Tertiary,2080030100_987,Fish,Stream,Tertiary,2
2080030100_994_Secondary,67.18034,23.54981,0.4084110511134144,0.5733683108865057,1.3347830579992963,0.37121565924666416,2080030100,2080030100_Secondary,2080030100_994,Fish,Stream,Secondary,3
2080030100_994_Tertiary,67.18034,23.54981,0.11219573043748099,0.9655165221151528,1.644120225165343,0.8344927441740336,2080030100,2080030100_Tertiary,2080030100_994,Fish,Stream,Tertiary,3
2080030100_997_Secondary,67.24614,22.89947,0.49804361355967647,0.6838885622384944,1.2602696706532415,0.33629747394938947,2080030100,2080030100_Secondary,2080030100_997,Fish,Stream,Secondary,3
2080030100_997_Tertiary,67.24614,22.89947,0.17093778476438787,0.9246755137703895,0.7025176620829162,0.5575705148123026,2080030100,2080030100_Tertiary,2080030100_997,Fish,Stream,Tertiary,3.5
2080030100_999_Secondary,67.2598,22.98133,0.41947717440801463,0.7346162411989767,1.2631071440350137,0.38855892509905515,2080030100,2080030100_Secondary,2080030100_999,Fish,Stream,Secondary,3.5
2080030100_999_Tertiary,67.2598,22.98133,0.11940433505128806,0.8813170401202838,1.4747162015026225,0.5756922786703654,2080030100,2080030100_Tertiary,2080030100_999,Fish,Stream,Tertiary,3
2080030610_1903_Secondary,63.92861,20.57118,0.1547711113173706,0.9505137044830367,1.3526728864462516,1.3245848543345227,2080030610,2080030610_Secondary,2080030610_1903,Fish,Stream,Secondary,2
2080030610_1903_Tertiary,63.92861,20.57118,0.24661307723987902,0.8760793732676351,1.26000261965681,0.5979871828048642,2080030610,2080030610_Tertiary,2080030610_1903,Fish,Stream,Tertiary,2.5
2080030610_1920_Secondary,63.97949,20.52726,0,0.9243593435285673,2.219414110644657,1.0919095110110109,2080030610,2080030610_Secondary,2080030610_1920,Fish,Stream,Secondary,1
2080030610_1920_Tertiary,63.97949,20.52726,0.47106139053254437,0.8195662688624681,0.5735356165740385,0.44261847127194215,2080030610,2080030610_Tertiary,2080030610_1920,Fish,Stream,Tertiary,2
2080030610_1927_Secondary,64.08321,20.40457,0,0.9074937278201084,1.8306402015890622,0.5057667926459802,2080030610,2080030610_Secondary,2080030610_1927,Fish,Stream,Secondary,1
2080030610_1927_Tertiary,64.08321,20.40457,0,0.7146411653177289,2.0827112225078066,0.35569048877609105,2080030610,2080030610_Tertiary,2080030610_1927,Fish,Stream,Tertiary,1
2080030610_1930_Secondary,64.08413,20.41807,0.3952326028450596,0.9026500819797695,1.2255070732587094,1.1379967192974554,2080030610,2080030610_Secondary,2080030610_1930,Fish,Stream,Secondary,2.5
2080030610_1930_Tertiary,64.08413,20.41807,0.015621063240110922,0.9631735129694101,0.8212836268449133,0.4604641693859818,2080030610,2080030610_Tertiary,2080030610_1930,Fish,Stream,Tertiary,1.5
2080030610_1931_Secondary,64.09298,20.40824,0.13888888888888884,0.899295638509626,1.2787498478239647,0.9306840707276411,2080030610,2080030610_Secondary,2080030610_1931,Fish,Stream,Secondary,1.5
2080030610_1931_Tertiary,64.09298,20.40824,0.05992222569299821,0.9660303625922647,1.4789295285035886,0.6715753127830392,2080030610,2080030610_Tertiary,2080030610_1931,Fish,Stream,Tertiary,2
2080030610_1935_Secondary,64.10397,20.40184,0.4730105931362825,0.9554909697904981,0.9680318110983807,0.8401134005711826,2080030610,2080030610_Secondary,2080030610_1935,Fish,Stream,Secondary,2.5
2080030610_1935_Tertiary,64.10397,20.40184,0.4332838655373016,0.6675397298963277,1.6081764253037334,0.3086181575974293,2080030610,2080030610_Tertiary,2080030610_1935,Fish,Stream,Tertiary,2
2080030610_1943_Secondary,64.14035,20.38832,0.09876543209876543,0.9794153562058728,1.1119394775413234,0.9407325750593405,2080030610,2080030610_Secondary,2080030610_1943,Fish,Stream,Secondary,1.5
2080030610_1943_Tertiary,64.14035,20.38832,0,0.719387947160135,1.8933479146760102,0.38273277230987157,2080030610,2080030610_Tertiary,2080030610_1943,Fish,Stream,Tertiary,1
2080030610_1944_Secondary,64.1461,20.3481,0,0.8553046615797685,2.4441328126938293,0.9418147946191693,2080030610,2080030610_Secondary,2080030610_1944,Fish,Stream,Secondary,1
2080030610_1944_Tertiary,64.1461,20.3481,0.10695700197238645,0.8653299548650427,0.9453595968158626,0.401596069972339,2080030610,2080030610_Tertiary,2080030610_1944,Fish,Stream,Tertiary,2
2080030610_1945_Secondary,64.14626,20.35738,0,0.8584246664488812,2.531182139329177,0.8996068136363264,2080030610,2080030610_Secondary,2080030610_1945,Fish,Stream,Secondary,1
2080030610_1945_Tertiary,64.14626,20.35738,0.2225135802469136,0.5843214193496938,1.3201800630456069,0.4391372110614033,2080030610,2080030610_Tertiary,2080030610_1945,Fish,Stream,Tertiary,2
2080030610_1952_Secondary,64.17237,20.28337,0,0.9895559243420781,1.4337365568571343,0.6174866038749591,2080030610,2080030610_Secondary,2080030610_1952,Fish,Stream,Secondary,1
2080030610_1952_Tertiary,64.17237,20.28337,0.2911380238369857,0.8672673903700617,1.0653257525322106,1.0780449879110874,2080030610,2080030610_Tertiary,2080030610_1952,Fish,Stream,Tertiary,2.5
2080030610_1955_Secondary,64.17794,20.37907,0.20853867472915094,0.79495877995604,1.2768875455613764,0.4537991514392439,2080030610,2080030610_Secondary,2080030610_1955,Fish,Stream,Secondary,2
2080030610_1955_Tertiary,64.17794,20.37907,0,0.9769342021940961,1.86558842912684,0.5664222947936962,2080030610,2080030610_Tertiary,2080030610_1955,Fish,Stream,Tertiary,1
2080030610_1956_Secondary,64.18444,20.37231,0.06788751714677654,0.9103147368187495,1.7463811249608057,0.5886386861987395,2080030610,2080030610_Secondary,2080030610_1956,Fish,Stream,Secondary,2
2080030610_1956_Tertiary,64.18444,20.37231,0,0.9949614260164347,1.4335927154903105,0.7582338736509545,2080030610,2080030610_Tertiary,2080030610_1956,Fish,Stream,Tertiary,1
2080030610_1957_Secondary,64.18921,20.29125,0.49028837743458253,0.8628870098739075,1.0792465452415072,0.9602533072915072,2080030610,2080030610_Secondary,2080030610_1957,Fish,Stream,Secondary,2.5
2080030610_1957_Tertiary,64.18921,20.29125,0.4251278305332359,0.8072954650124603,1.6274269146432823,0.49217240269486606,2080030610,2080030610_Tertiary,2080030610_1957,Fish,Stream,Tertiary,2
2080030610_1960_Secondary,64.19916,20.27431,0.4889879591525682,0.7839526618860622,1.1646682573420724,0.5527256200061854,2080030610,2080030610_Secondary,2080030610_1960,Fish,Stream,Secondary,2
2080030610_1960_Tertiary,64.19916,20.27431,0.39448236249509533,0.72340360829008,1.1208598145284645,0.48217339797551817,2080030610,2080030610_Tertiary,2080030610_1960,Fish,Stream,Tertiary,2
2080030710_1798_Secondary,63.55982,19.73438,1,1,2.6457513110645907,2.6457513110645903,2080030710,2080030710_Secondary,2080030710_1798,Fish,Stream,Secondary,0
2080030710_1798_Tertiary,63.55982,19.73438,0.07986111111111094,0.8745680401872672,1.6754248264630147,0.49209445876604285,2080030710,2080030710_Tertiary,2080030710_1798,Fish,Stream,Tertiary,2
2080030710_1801_Secondary,63.57538,19.67725,0.2956194571351787,0.8684727203176795,1.588797243662903,0.80257683961205,2080030710,2080030710_Secondary,2080030710_1801,Fish,Stream,Secondary,2
2080030710_1801_Tertiary,63.57538,19.67725,0.21875,0.801934410784433,0.9883009103044256,0.8939419164025035,2080030710,2080030710_Tertiary,2080030710_1801,Fish,Stream,Tertiary,2
